,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2019-02-0808:33,한국경제 ,"[한경로보뉴스] 전일, 거래소 기관 순매수상위에 전기,전자 업종 3종목",https://finance.naver.com/news/news_read.nhn?article_id=0004090026&office_id=015&mode=search&query=LG이노텍&page=1,"['       [한경로보뉴스] 전일, 거래소 기관 순매수상위에 전기,전자 업종 3종목      기사입력2019-02-08 08:33기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 기관 투자자는 07일 거래소에서 KODEX 코스닥150 레버리지, 삼성SDI, 삼성전자우 등을 중점적으로 사들인 것으로 나타났다.기관 투자자의 순매수 상위 20개 종목은 KODEX 코스닥150 레버리지, 삼성SDI, 삼성전자우, LG이노텍, 일진머티리얼즈, 롯데케미칼, 현대로템, TIGER 200선물인버스2X, 두산인프라코어, 현대엘리베이등이다.이중에 전기,전자 업종에 속한 종목이 4개 포함되어 있다.KODEX 코스닥150 레버리지, 삼성SDI, LG이노텍 등은 전일 대비 주가가 상승했고, 삼성전자우, KB금융, HDC 등은 주가가 하락했다.[02월07일]거래소 기관 순매수 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.[한경닷컴 바로가기] [모바일한경 구독신청] 네이버에서 한국경제 채널 구독하기 <자세히 보기> ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'강남 아파트\' vs \'삼성전자 주식\' 사두면 돈 버는 게…50대 女 파격 발언 ""남편 동생이…더 이상 못 참아""삼성 이재용 ""사람이 없다""…적나라하게 드러난 실상""가만히 앉아서 1600억 날릴 판""…투자자들 \'발칵\'""삼성도 엄청난 손실을…"" 이재용의 큰그림 \'반전\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :이 기사는 뉴스제휴평가위원회 \'뉴스제휴 및 제재 심사 규정\'에 따라노출 중단된 기사입니다.이전페이지목록보기인쇄하기목록보기증시 주요뉴스[Asia오전]인플레 경계감 속 혼조…닛케이 ..[오전시황]코스피 \'인플레 불안감\' 외인 투매..[원자재시황] 국제유가 송유관 가동중단 사태에..[굿모닝 증시]인플레이션 공포 불안감…경계 심..[외환브리핑]백악관도 \'인플레 가능성\' 예의주..美인플레 우려에 약세…""국내 증시, 대형주 중..인플레 우려에 출렁, 공포지수 급등…다우 1...[일일펀드동향] 韓 주식형펀드 하루새 584억..이전 페이지로 돌아가기|맨위로']"
1,삼성전자, 2019-02-0808:33,한국경제 ,"[한경로보뉴스] 전일, 외국인 거래소에서 SK하이닉스(+1.05%), 삼성전자(-...",https://finance.naver.com/news/news_read.nhn?article_id=0004090027&office_id=015&mode=search&query=LG이노텍&page=1,"['       [한경로보뉴스] 전일, 외국인 거래소에서 SK하이닉스(+1.05%), 삼성전자(-0.32%) 등 순매수      기사입력2019-02-08 08:33기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 외국인 투자자는 07일 거래소에서 SK하이닉스, 삼성전자, 삼성SDI 등을 중점적으로 사들인 것으로 나타났다.외국인 투자자의 순매수 상위 20개 종목은 SK하이닉스, 삼성전자, 삼성SDI, KODEX 200, LG이노텍, POSCO, TIGER 200, 메리츠종금증권, 신한지주, 삼성물산등이다.이중에 금융업 업종에 속한 종목이 5개 포함되어 있다.SK하이닉스, 삼성SDI, LG이노텍 등은 전일 대비 주가가 상승했고, 삼성전자, 삼성화재, 현대모비스 등은 주가가 하락했다.[02월07일]거래소 외국인 순매수 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.[한경닷컴 바로가기] [모바일한경 구독신청] 네이버에서 한국경제 채널 구독하기 <자세히 보기> ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'강남 아파트\' vs \'삼성전자 주식\' 사두면 돈 버는 게…50대 女 파격 발언 ""남편 동생이…더 이상 못 참아""삼성 이재용 ""사람이 없다""…적나라하게 드러난 실상""가만히 앉아서 1600억 날릴 판""…투자자들 \'발칵\'""삼성도 엄청난 손실을…"" 이재용의 큰그림 \'반전\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :이 기사는 뉴스제휴평가위원회 \'뉴스제휴 및 제재 심사 규정\'에 따라노출 중단된 기사입니다.이전페이지목록보기인쇄하기목록보기증시 주요뉴스[Asia오전]인플레 경계감 속 혼조…닛케이 ..[오전시황]코스피 \'인플레 불안감\' 외인 투매..[원자재시황] 국제유가 송유관 가동중단 사태에..[굿모닝 증시]인플레이션 공포 불안감…경계 심..[외환브리핑]백악관도 \'인플레 가능성\' 예의주..美인플레 우려에 약세…""국내 증시, 대형주 중..인플레 우려에 출렁, 공포지수 급등…다우 1...[일일펀드동향] 韓 주식형펀드 하루새 584억..이전 페이지로 돌아가기|맨위로']"
