일자,매수매도,가격
202010121110,0,0
202010121115,0,0
202010121120,0,0
202010121125,0,0
202010121130,0,0
202010121135,0,0
202010121140,0,0
202010121145,0,0
202010121150,0,0
202010121155,1,50200
202010121200,0,0
202010121205,0,0
202010121210,0,0
202010121215,0,0
202010121220,0,0
202010121225,0,0
202010121230,0,0
202010121235,0,0
202010121240,0,0
202010121245,0,0
202010121250,0,0
202010121255,0,0
202010121300,0,0
202010121305,0,0
202010121310,0,0
202010121315,0,0
202010121320,0,0
202010121325,0,0
202010121330,0,0
202010121335,0,0
202010121340,0,0
202010121345,0,0
202010121350,2,50000
202010121355,0,0
202010121400,1,49800
202010121405,0,0
202010121410,2,49900
202010121415,0,0
202010121420,0,0
202010121425,0,0
202010121430,1,49750
202010121435,0,0
202010121440,0,0
202010121445,0,0
202010121450,0,0
202010121455,0,0
202010121500,2,49750
202010121505,0,0
202010121510,0,0
202010121515,0,0
202010121520,0,0
202010121530,0,0
202010130905,1,49500
202010130910,0,0
202010130915,0,0
202010130920,0,0
202010130925,0,0
202010130930,0,0
202010130935,0,0
202010130940,0,0
202010130945,0,0
202010130950,0,0
202010130955,0,0
202010131000,0,0
202010131005,2,49100
202010131010,0,0
202010131015,0,0
202010131020,0,0
202010131025,0,0
202010131030,0,0
202010131035,0,0
202010131040,0,0
202010131045,0,0
202010131050,0,0
202010131055,0,0
202010131100,0,0
202010131105,0,0
202010131110,0,0
202010131115,0,0
202010131120,0,0
202010131125,0,0
202010131130,0,0
202010131135,0,0
202010131140,0,0
202010131145,0,0
202010131150,0,0
202010131155,0,0
202010131200,0,0
202010131205,0,0
202010131210,0,0
202010131215,0,0
202010131220,0,0
202010131225,0,0
202010131230,0,0
202010131235,0,0
202010131240,0,0
202010131245,0,0
202010131250,0,0
202010131255,0,0
202010131300,0,0
202010131305,0,0
202010131310,0,0
202010131315,0,0
202010131320,0,0
202010131325,0,0
202010131330,0,0
202010131335,0,0
202010131340,0,0
202010131345,0,0
202010131350,0,0
202010131355,0,0
202010131400,0,0
202010131405,1,50100
202010131410,0,0
202010131415,0,0
202010131420,0,0
202010131425,0,0
202010131430,0,0
202010131435,0,0
202010131440,0,0
202010131445,0,0
202010131450,0,0
202010131455,0,0
202010131500,0,0
202010131505,0,0
202010131510,0,0
202010131515,0,0
202010131520,0,0
202010131530,0,0
202010140905,0,0
202010140910,0,0
202010140915,0,0
202010140920,0,0
202010140925,0,0
202010140930,0,0
202010140935,0,0
202010140940,0,0
202010140945,0,0
202010140950,0,0
202010140955,0,0
202010141000,0,0
202010141005,0,0
202010141010,0,0
202010141015,0,0
202010141020,0,0
202010141025,0,0
202010141030,0,0
202010141035,0,0
202010141040,0,0
202010141045,0,0
202010141050,0,0
202010141055,2,49450
202010141100,0,0
202010141105,0,0
202010141110,0,0
202010141115,0,0
202010141120,0,0
202010141125,0,0
202010141130,0,0
202010141135,0,0
202010141140,0,0
202010141145,0,0
202010141150,0,0
202010141155,0,0
202010141200,0,0
202010141205,0,0
202010141210,0,0
202010141215,0,0
202010141220,0,0
202010141225,0,0
202010141230,0,0
202010141235,0,0
202010141240,0,0
202010141245,0,0
202010141250,0,0
202010141255,0,0
202010141300,0,0
202010141305,0,0
202010141310,0,0
202010141315,0,0
202010141320,0,0
202010141325,0,0
202010141330,1,49500
202010141335,0,0
202010141340,0,0
202010141345,0,0
202010141350,0,0
202010141355,0,0
202010141400,0,0
202010141405,0,0
202010141410,0,0
202010141415,0,0
202010141420,0,0
202010141425,0,0
202010141430,0,0
202010141435,0,0
202010141440,0,0
202010141445,0,0
202010141450,0,0
202010141455,0,0
202010141500,0,0
202010141505,0,0
202010141510,2,49100
202010141515,0,0
202010141520,0,0
202010141530,0,0
202010150905,0,0
202010150910,0,0
202010150915,0,0
202010150920,0,0
202010150925,0,0
202010150930,0,0
202010150935,0,0
202010150940,1,48850
202010150945,0,0
202010150950,0,0
202010150955,0,0
202010151000,0,0
202010151005,0,0
202010151010,0,0
202010151015,2,49000
202010151020,0,0
202010151025,0,0
202010151030,0,0
202010151035,0,0
202010151040,0,0
202010151045,0,0
202010151050,0,0
202010151055,0,0
202010151100,0,0
202010151105,0,0
202010151110,0,0
202010151115,0,0
202010151120,0,0
202010151125,0,0
202010151130,0,0
202010151135,0,0
202010151140,1,49050
202010151145,0,0
202010151150,0,0
202010151155,0,0
202010151200,0,0
202010151205,0,0
202010151210,0,0
202010151215,0,0
202010151220,0,0
202010151225,0,0
202010151230,0,0
202010151235,0,0
202010151240,0,0
202010151245,0,0
202010151250,2,49000
202010151255,0,0
202010151300,0,0
202010151305,0,0
202010151310,0,0
202010151315,0,0
202010151320,1,48850
202010151325,2,48900
202010151330,1,48850
202010151335,0,0
202010151340,0,0
202010151345,0,0
202010151350,0,0
202010151355,0,0
202010151400,0,0
202010151405,0,0
202010151410,0,0
202010151415,0,0
202010151420,2,48750
202010151425,0,0
202010151430,0,0
202010151435,0,0
202010151440,0,0
202010151445,0,0
202010151450,0,0
202010151455,0,0
202010151500,0,0
202010151505,0,0
202010151510,0,0
202010151515,0,0
202010151520,0,0
202010151530,0,0
202010160905,1,48450
202010160910,0,0
202010160915,0,0
202010160920,0,0
202010160925,0,0
202010160930,0,0
202010160935,0,0
202010160940,0,0
202010160945,0,0
202010160950,0,0
202010160955,0,0
202010161000,0,0
202010161005,0,0
202010161010,0,0
202010161015,0,0
202010161020,0,0
202010161025,0,0
202010161030,0,0
202010161035,0,0
202010161040,0,0
202010161045,2,47550
202010161050,0,0
202010161055,0,0
202010161100,0,0
202010161105,0,0
202010161110,0,0
202010161115,0,0
202010161120,0,0
202010161125,0,0
202010161130,0,0
202010161135,0,0
202010161140,0,0
202010161145,0,0
202010161150,0,0
202010161155,0,0
202010161200,0,0
202010161205,0,0
202010161210,0,0
202010161215,0,0
202010161220,0,0
202010161225,0,0
202010161230,0,0
202010161235,0,0
202010161240,0,0
202010161245,0,0
202010161250,0,0
202010161255,0,0
202010161300,0,0
202010161305,0,0
202010161310,0,0
202010161315,0,0
202010161320,0,0
202010161325,0,0
202010161330,0,0
202010161335,0,0
202010161340,0,0
202010161345,1,46700
202010161350,0,0
202010161355,0,0
202010161400,0,0
202010161405,2,46800
202010161410,0,0
202010161415,0,0
202010161420,0,0
202010161425,0,0
202010161430,0,0
202010161435,0,0
202010161440,0,0
202010161445,0,0
202010161450,0,0
202010161455,0,0
202010161500,0,0
202010161505,0,0
202010161510,0,0
202010161515,0,0
202010161520,0,0
202010161530,0,0
202010190905,0,0
202010190910,0,0
202010190915,0,0
202010190920,0,0
202010190925,0,0
202010190930,0,0
202010190935,0,0
202010190940,1,46800
202010190945,0,0
202010190950,0,0
202010190955,0,0
202010191000,0,0
202010191005,0,0
202010191010,2,47400
202010191015,0,0
202010191020,0,0
202010191025,0,0
202010191030,0,0
202010191035,0,0
202010191040,0,0
202010191045,0,0
202010191050,0,0
202010191055,0,0
202010191100,0,0
202010191105,0,0
202010191110,0,0
202010191115,1,47450
202010191120,0,0
202010191125,0,0
202010191130,0,0
202010191135,0,0
202010191140,0,0
202010191145,0,0
202010191150,0,0
202010191155,0,0
202010191200,0,0
202010191205,0,0
202010191210,0,0
202010191215,0,0
202010191220,0,0
202010191225,0,0
202010191230,0,0
202010191235,0,0
202010191240,0,0
202010191245,0,0
202010191250,0,0
202010191255,0,0
202010191300,0,0
202010191305,0,0
202010191310,2,47200
202010191315,0,0
202010191320,0,0
202010191325,1,47050
202010191330,0,0
202010191335,0,0
202010191340,0,0
202010191345,0,0
202010191350,0,0
202010191355,0,0
202010191400,0,0
202010191405,0,0
202010191410,0,0
202010191415,0,0
202010191420,0,0
202010191425,0,0
202010191430,0,0
202010191435,0,0
202010191440,0,0
202010191445,0,0
202010191450,0,0
202010191455,0,0
202010191500,0,0
202010191505,0,0
202010191510,0,0
202010191515,0,0
202010191520,0,0
202010191530,2,46700
202010200905,1,44950
202010200910,0,0
202010200915,0,0
202010200920,0,0
202010200925,0,0
202010200930,0,0
202010200935,0,0
202010200940,0,0
202010200945,0,0
202010200950,0,0
202010200955,0,0
202010201000,0,0
202010201005,2,45350
202010201010,0,0
202010201015,0,0
202010201020,0,0
202010201025,0,0
202010201030,0,0
202010201035,0,0
202010201040,0,0
202010201045,0,0
202010201050,0,0
202010201055,0,0
202010201100,0,0
202010201105,0,0
202010201110,0,0
202010201115,0,0
202010201120,0,0
202010201125,0,0
202010201130,0,0
202010201135,0,0
202010201140,0,0
202010201145,0,0
202010201150,0,0
202010201155,0,0
202010201200,0,0
202010201205,0,0
202010201210,0,0
202010201215,0,0
202010201220,0,0
202010201225,0,0
202010201230,0,0
202010201235,0,0
202010201240,0,0
202010201245,0,0
202010201250,0,0
202010201255,0,0
202010201300,0,0
202010201305,0,0
202010201310,0,0
202010201315,0,0
202010201320,0,0
202010201325,0,0
202010201330,0,0
202010201335,0,0
202010201340,0,0
202010201345,0,0
202010201350,0,0
202010201355,0,0
202010201400,0,0
202010201405,0,0
202010201410,0,0
202010201415,0,0
202010201420,0,0
202010201425,0,0
202010201430,0,0
202010201435,1,46450
202010201440,0,0
202010201445,0,0
202010201450,0,0
202010201455,0,0
202010201500,0,0
202010201505,0,0
202010201510,0,0
202010201515,0,0
202010201520,0,0
202010201530,0,0
202010210905,0,0
202010210910,0,0
202010210915,0,0
202010210920,0,0
202010210925,0,0
202010210930,0,0
202010210935,0,0
202010210940,0,0
202010210945,0,0
202010210950,0,0
202010210955,0,0
202010211000,0,0
202010211005,0,0
202010211010,0,0
202010211015,0,0
202010211020,0,0
202010211025,0,0
202010211030,0,0
202010211035,0,0
202010211040,0,0
202010211045,0,0
202010211050,0,0
202010211055,0,0
202010211100,0,0
202010211105,2,46100
202010211110,0,0
202010211115,1,45800
202010211120,0,0
202010211125,0,0
202010211130,0,0
202010211135,0,0
202010211140,0,0
202010211145,0,0
202010211150,0,0
202010211155,0,0
202010211200,0,0
202010211205,0,0
202010211210,0,0
202010211215,0,0
202010211220,0,0
202010211225,0,0
202010211230,0,0
202010211235,0,0
202010211240,2,45400
202010211245,0,0
202010211250,0,0
202010211255,0,0
202010211300,0,0
202010211305,0,0
202010211310,0,0
202010211315,0,0
202010211320,0,0
202010211325,0,0
202010211330,0,0
202010211335,0,0
202010211340,0,0
202010211345,0,0
202010211350,0,0
202010211355,0,0
202010211400,0,0
202010211405,0,0
202010211410,0,0
202010211415,0,0
202010211420,0,0
202010211425,0,0
202010211430,0,0
202010211435,0,0
202010211440,0,0
202010211445,0,0
202010211450,0,0
202010211455,0,0
202010211500,0,0
202010211505,0,0
202010211510,0,0
202010211515,0,0
202010211520,0,0
202010211530,0,0
202010220905,1,44600
202010220910,0,0
202010220915,0,0
202010220920,0,0
202010220925,0,0
202010220930,0,0
202010220935,0,0
202010220940,0,0
202010220945,0,0
202010220950,0,0
202010220955,0,0
202010221000,0,0
202010221005,2,44800
202010221010,0,0
202010221015,0,0
202010221020,0,0
202010221025,0,0
202010221030,0,0
202010221035,0,0
202010221040,0,0
202010221045,0,0
202010221050,0,0
202010221055,0,0
202010221100,0,0
202010221105,0,0
202010221110,0,0
202010221115,0,0
202010221120,0,0
202010221125,0,0
202010221130,0,0
202010221135,0,0
202010221140,0,0
202010221145,0,0
202010221150,0,0
202010221155,0,0
202010221200,0,0
202010221205,0,0
202010221210,0,0
202010221215,0,0
202010221220,0,0
202010221225,0,0
202010221230,0,0
202010221235,0,0
202010221240,0,0
202010221245,0,0
202010221250,0,0
202010221255,0,0
202010221300,0,0
202010221305,0,0
202010221310,0,0
202010221315,0,0
202010221320,0,0
202010221325,0,0
202010221330,0,0
202010221335,0,0
202010221340,0,0
202010221345,0,0
202010221350,0,0
202010221355,1,44700
202010221400,0,0
202010221405,2,44850
202010221410,0,0
202010221415,0,0
202010221420,0,0
202010221425,0,0
202010221430,0,0
202010221435,0,0
202010221440,0,0
202010221445,0,0
202010221450,0,0
202010221455,0,0
202010221500,0,0
202010221505,0,0
202010221510,0,0
202010221515,0,0
202010221520,0,0
202010221530,1,45200
202010230905,2,45450
202010230910,0,0
202010230915,0,0
202010230920,0,0
202010230925,0,0
202010230930,0,0
202010230935,0,0
202010230940,0,0
202010230945,1,45450
202010230950,0,0
202010230955,0,0
202010231000,0,0
202010231005,0,0
202010231010,0,0
202010231015,0,0
202010231020,0,0
202010231025,2,45950
202010231030,0,0
202010231035,0,0
202010231040,0,0
202010231045,0,0
202010231050,0,0
202010231055,0,0
202010231100,0,0
202010231105,0,0
202010231110,0,0
202010231115,0,0
202010231120,0,0
202010231125,0,0
202010231130,0,0
202010231135,1,46450
202010231140,0,0
202010231145,0,0
202010231150,0,0
202010231155,0,0
202010231200,0,0
202010231205,0,0
202010231210,0,0
202010231215,0,0
202010231220,0,0
202010231225,0,0
202010231230,0,0
202010231235,0,0
202010231240,0,0
202010231245,0,0
202010231250,0,0
202010231255,0,0
202010231300,0,0
202010231305,0,0
202010231310,0,0
202010231315,0,0
202010231320,0,0
202010231325,0,0
202010231330,0,0
202010231335,0,0
202010231340,0,0
202010231345,0,0
202010231350,0,0
202010231355,0,0
202010231400,0,0
202010231405,0,0
202010231410,0,0
202010231415,0,0
202010231420,0,0
202010231425,0,0
202010231430,0,0
202010231435,0,0
202010231440,0,0
202010231445,0,0
202010231450,0,0
202010231455,0,0
202010231500,0,0
202010231505,0,0
202010231510,0,0
202010231515,2,46400
202010231520,0,0
202010231530,0,0
202010260905,1,45800
202010260910,0,0
202010260915,0,0
202010260920,2,46800
202010260925,0,0
202010260930,0,0
202010260935,0,0
202010260940,0,0
202010260945,0,0
202010260950,1,46050
202010260955,0,0
202010261000,0,0
202010261005,0,0
202010261010,0,0
202010261015,0,0
202010261020,2,46300
202010261025,0,0
202010261030,0,0
202010261035,0,0
202010261040,0,0
202010261045,1,46200
202010261050,2,46350
202010261055,0,0
202010261100,0,0
202010261105,0,0
202010261110,0,0
202010261115,0,0
202010261120,0,0
202010261125,0,0
202010261130,0,0
202010261135,0,0
202010261140,0,0
202010261145,0,0
202010261150,0,0
202010261155,0,0
202010261200,0,0
202010261205,1,46600
202010261210,0,0
202010261215,0,0
202010261220,0,0
202010261225,0,0
202010261230,0,0
202010261235,0,0
202010261240,0,0
202010261245,0,0
202010261250,0,0
202010261255,0,0
202010261300,0,0
202010261305,0,0
202010261310,0,0
202010261315,0,0
202010261320,0,0
202010261325,2,46500
202010261330,0,0
202010261335,0,0
202010261340,0,0
202010261345,1,46350
202010261350,0,0
202010261355,0,0
202010261400,0,0
202010261405,2,46650
202010261410,0,0
202010261415,0,0
202010261420,0,0
202010261425,0,0
202010261430,0,0
202010261435,0,0
202010261440,0,0
202010261445,0,0
202010261450,0,0
202010261455,0,0
202010261500,0,0
202010261505,0,0
202010261510,0,0
202010261515,0,0
202010261520,0,0
202010261530,0,0
202010270905,0,0
202010270910,0,0
202010270915,0,0
202010270920,0,0
202010270925,0,0
202010270930,0,0
202010270935,0,0
202010270940,0,0
202010270945,0,0
202010270950,0,0
202010270955,0,0
202010271000,0,0
202010271005,0,0
202010271010,0,0
202010271015,0,0
202010271020,1,52500
202010271025,0,0
202010271030,0,0
202010271035,0,0
202010271040,0,0
202010271045,0,0
202010271050,0,0
202010271055,0,0
202010271100,0,0
202010271105,0,0
202010271110,0,0
202010271115,0,0
202010271120,0,0
202010271125,0,0
202010271130,0,0
202010271135,0,0
202010271140,0,0
202010271145,0,0
202010271150,0,0
202010271155,0,0
202010271200,0,0
202010271205,0,0
202010271210,0,0
202010271215,0,0
202010271220,0,0
202010271225,0,0
202010271230,0,0
202010271235,0,0
202010271240,0,0
202010271245,0,0
202010271250,0,0
202010271255,0,0
202010271300,0,0
202010271305,0,0
202010271310,0,0
202010271315,0,0
202010271320,0,0
202010271325,0,0
202010271330,0,0
202010271335,0,0
202010271340,0,0
202010271345,0,0
202010271350,0,0
202010271355,0,0
202010271400,0,0
202010271405,2,52300
202010271410,0,0
202010271415,0,0
202010271420,0,0
202010271425,0,0
202010271430,0,0
202010271435,0,0
202010271440,0,0
202010271445,0,0
202010271450,0,0
202010271455,0,0
202010271500,0,0
202010271505,0,0
202010271510,0,0
202010271515,0,0
202010271520,0,0
202010271530,0,0
202010280905,1,52300
202010280910,0,0
202010280915,0,0
202010280920,0,0
202010280925,0,0
202010280930,0,0
202010280935,0,0
202010280940,0,0
202010280945,2,52900
202010280950,0,0
202010280955,0,0
202010281000,0,0
202010281005,0,0
202010281010,0,0
202010281015,0,0
202010281020,1,52600
202010281025,2,52800
202010281030,0,0
202010281035,0,0
202010281040,0,0
202010281045,0,0
202010281050,0,0
202010281055,0,0
202010281100,0,0
202010281105,0,0
202010281110,0,0
202010281115,1,52800
202010281120,2,52900
202010281125,1,52800
202010281130,0,0
202010281135,0,0
202010281140,0,0
202010281145,0,0
202010281150,0,0
202010281155,0,0
202010281200,0,0
202010281205,0,0
202010281210,0,0
202010281215,2,53000
202010281220,0,0
202010281225,1,52800
202010281230,0,0
202010281235,0,0
202010281240,0,0
202010281245,0,0
202010281250,0,0
202010281255,0,0
202010281300,0,0
202010281305,0,0
202010281310,0,0
202010281315,0,0
202010281320,0,0
202010281325,0,0
202010281330,2,52900
202010281335,0,0
202010281340,0,0
202010281345,0,0
202010281350,0,0
202010281355,0,0
202010281400,0,0
202010281405,0,0
202010281410,0,0
202010281415,0,0
202010281420,0,0
202010281425,0,0
202010281430,0,0
202010281435,0,0
202010281440,0,0
202010281445,0,0
202010281450,0,0
202010281455,0,0
202010281500,0,0
202010281505,0,0
202010281510,0,0
202010281515,0,0
202010281520,0,0
202010281530,0,0
202010290905,1,52600
202010290910,0,0
202010290915,0,0
202010290920,0,0
202010290925,0,0
202010290930,0,0
202010290935,0,0
202010290940,0,0
202010290945,0,0
202010290950,0,0
202010290955,0,0
202010291000,0,0
202010291005,0,0
202010291010,0,0
202010291015,0,0
202010291020,0,0
202010291025,0,0
202010291030,0,0
202010291035,2,52300
202010291040,0,0
202010291045,0,0
202010291050,0,0
202010291055,0,0
202010291100,0,0
202010291105,0,0
202010291110,0,0
202010291115,0,0
202010291120,0,0
202010291125,0,0
202010291130,0,0
202010291135,0,0
202010291140,0,0
202010291145,0,0
202010291150,0,0
202010291155,1,52300
202010291200,2,52500
202010291205,1,52300
202010291210,0,0
202010291215,2,52600
202010291220,0,0
202010291225,0,0
202010291230,0,0
202010291235,0,0
202010291240,0,0
202010291245,1,52300
202010291250,0,0
202010291255,0,0
202010291300,0,0
202010291305,0,0
202010291310,0,0
202010291315,0,0
202010291320,0,0
202010291325,2,52500
202010291330,0,0
202010291335,0,0
202010291340,0,0
202010291345,0,0
202010291350,0,0
202010291355,0,0
202010291400,0,0
202010291405,0,0
202010291410,0,0
202010291415,0,0
202010291420,0,0
202010291425,0,0
202010291430,0,0
202010291435,0,0
202010291440,0,0
202010291445,0,0
202010291450,0,0
202010291455,0,0
202010291500,0,0
202010291505,0,0
202010291510,0,0
202010291515,0,0
202010291520,1,53100
202010291530,0,0
202010300905,0,0
202010300910,0,0
202010300915,0,0
202010300920,0,0
202010300925,0,0
202010300930,0,0
202010300935,0,0
202010300940,0,0
202010300945,0,0
202010300950,0,0
202010300955,0,0
202010301000,0,0
202010301005,0,0
202010301010,0,0
202010301015,0,0
202010301020,0,0
202010301025,0,0
202010301030,0,0
202010301035,2,52000
202010301040,0,0
202010301045,0,0
202010301050,0,0
202010301055,0,0
202010301100,0,0
202010301105,0,0
202010301110,0,0
202010301115,0,0
202010301120,0,0
202010301125,0,0
202010301130,0,0
202010301135,0,0
202010301140,0,0
202010301145,0,0
202010301150,0,0
202010301155,0,0
202010301200,1,51700
202010301205,0,0
202010301210,2,51900
202010301215,0,0
202010301220,0,0
202010301225,0,0
202010301230,0,0
202010301235,0,0
202010301240,0,0
202010301245,0,0
202010301250,1,51600
202010301255,0,0
202010301300,0,0
202010301305,0,0
202010301310,0,0
202010301315,0,0
202010301320,0,0
202010301325,0,0
202010301330,2,51500
202010301335,1,51200
202010301340,0,0
202010301345,0,0
202010301350,0,0
202010301355,0,0
202010301400,2,51500
202010301405,0,0
202010301410,0,0
202010301415,0,0
202010301420,0,0
202010301425,1,51000
202010301430,0,0
202010301435,0,0
202010301440,0,0
202010301445,0,0
202010301450,0,0
202010301455,0,0
202010301500,0,0
202010301505,0,0
202010301510,0,0
202010301515,0,0
202010301520,2,50900
202010301530,1,50500
202011020905,2,51700
202011020910,0,0
202011020915,0,0
202011020920,0,0
202011020925,0,0
202011020930,0,0
202011020935,0,0
202011020940,0,0
202011020945,0,0
202011020950,0,0
202011020955,0,0
202011021000,1,51000
202011021005,0,0
202011021010,0,0
202011021015,0,0
202011021020,0,0
202011021025,2,51300
202011021030,1,51100
202011021035,0,0
202011021040,0,0
202011021045,2,51300
202011021050,0,0
202011021055,0,0
202011021100,0,0
202011021105,0,0
202011021110,0,0
202011021115,0,0
202011021120,1,51100
202011021125,0,0
202011021130,0,0
202011021135,0,0
202011021140,0,0
202011021145,0,0
202011021150,0,0
202011021155,0,0
202011021200,0,0
202011021205,0,0
202011021210,0,0
202011021215,0,0
202011021220,0,0
202011021225,2,51200
202011021230,0,0
202011021235,1,51000
202011021240,0,0
202011021245,0,0
202011021250,0,0
202011021255,0,0
202011021300,0,0
202011021305,0,0
202011021310,0,0
202011021315,0,0
202011021320,2,51200
202011021325,0,0
202011021330,0,0
202011021335,0,0
202011021340,0,0
202011021345,0,0
202011021350,0,0
202011021355,0,0
202011021400,0,0
202011021405,0,0
202011021410,0,0
202011021415,0,0
202011021420,0,0
202011021425,0,0
202011021430,0,0
202011021435,1,51200
202011021440,0,0
202011021445,0,0
202011021450,0,0
202011021455,2,51600
202011021500,0,0
202011021505,0,0
202011021510,0,0
202011021515,0,0
202011021520,0,0
202011021530,0,0
202011020905,0,0
202011020910,0,0
202011020915,0,0
202011020920,0,0
202011020925,0,0
202011020930,1,51300
202011020935,0,0
202011020940,0,0
202011020945,0,0
202011020950,0,0
202011020955,0,0
202011021000,0,0
202011021005,0,0
202011021010,0,0
202011021015,0,0
202011021020,0,0
202011021025,0,0
202011021030,0,0
202011021035,0,0
202011021040,0,0
202011021045,0,0
202011021050,2,51300
202011021055,0,0
202011021100,0,0
202011021105,0,0
202011021110,0,0
202011021115,0,0
202011021120,1,51100
202011021125,0,0
202011021130,0,0
202011021135,0,0
202011021140,0,0
202011021145,0,0
202011021150,0,0
202011021155,0,0
202011021200,0,0
202011021205,0,0
202011021210,0,0
202011021215,0,0
202011021220,0,0
202011021225,2,51200
202011021230,0,0
202011021235,0,0
202011021240,0,0
202011021245,0,0
202011021250,1,50900
202011021255,0,0
202011021300,0,0
202011021305,0,0
202011021310,0,0
202011021315,2,51100
202011021320,0,0
202011021325,0,0
202011021330,0,0
202011021335,0,0
202011021340,0,0
202011021345,0,0
202011021350,0,0
202011021355,0,0
202011021400,0,0
202011021405,0,0
202011021410,0,0
202011021415,0,0
202011021420,0,0
202011021425,0,0
202011021430,0,0
202011021435,1,51200
202011021440,0,0
202011021445,0,0
202011021450,2,51400
202011021455,0,0
202011021500,0,0
202011021505,0,0
202011021510,0,0
202011021515,0,0
202011021520,0,0
202011021530,0,0
202011030905,0,0
202011030910,1,51100
202011030915,0,0
202011030920,0,0
202011030925,0,0
202011030930,0,0
202011030935,0,0
202011030940,0,0
202011030945,0,0
202011030950,0,0
202011030955,0,0
202011031000,0,0
202011031005,0,0
202011031010,0,0
202011031015,0,0
202011031020,0,0
202011031025,0,0
202011031030,0,0
202011031035,0,0
202011031040,0,0
202011031045,0,0
202011031050,0,0
202011031055,0,0
202011031100,0,0
202011031105,0,0
202011031110,0,0
202011031115,2,51400
202011031120,0,0
202011031125,0,0
202011031130,0,0
202011031135,0,0
202011031140,0,0
202011031145,0,0
202011031150,0,0
202011031155,0,0
202011031200,0,0
202011031205,0,0
202011031210,0,0
202011031215,0,0
202011031220,0,0
202011031225,0,0
202011031230,1,51100
202011031235,0,0
202011031240,0,0
202011031245,0,0
202011031250,0,0
202011031255,0,0
202011031300,0,0
202011031305,0,0
202011031310,0,0
202011031315,2,51300
202011031320,0,0
202011031325,1,51200
202011031330,2,51300
202011031335,0,0
202011031340,1,51200
202011031345,0,0
202011031350,0,0
202011031355,0,0
202011031400,0,0
202011031405,0,0
202011031410,0,0
202011031415,0,0
202011031420,0,0
202011031425,0,0
202011031430,2,51200
202011031435,0,0
202011031440,0,0
202011031445,0,0
202011031450,0,0
202011031455,0,0
202011031500,1,50900
202011031505,0,0
202011031510,0,0
202011031515,0,0
202011031520,0,0
202011031530,0,0
202011040905,2,51300
202011040910,0,0
202011040915,0,0
202011040920,0,0
202011040925,0,0
202011040930,0,0
202011040935,0,0
202011040940,0,0
202011040945,0,0
202011040950,0,0
202011040955,0,0
202011041000,0,0
202011041005,0,0
202011041010,1,52200
202011041015,0,0
202011041020,0,0
202011041025,0,0
202011041030,0,0
202011041035,0,0
202011041040,0,0
202011041045,0,0
202011041050,0,0
202011041055,0,0
202011041100,0,0
202011041105,0,0
202011041110,0,0
202011041115,0,0
202011041120,0,0
202011041125,0,0
202011041130,0,0
202011041135,0,0
202011041140,0,0
202011041145,0,0
202011041150,0,0
202011041155,0,0
202011041200,0,0
202011041205,0,0
202011041210,0,0
202011041215,0,0
202011041220,0,0
202011041225,2,52600
202011041230,1,52500
202011041235,2,52600
202011041240,0,0
202011041245,0,0
202011041250,1,52400
202011041255,0,0
202011041300,0,0
202011041305,0,0
202011041310,0,0
202011041315,0,0
202011041320,0,0
202011041325,0,0
202011041330,0,0
202011041335,0,0
202011041340,0,0
202011041345,0,0
202011041350,0,0
202011041355,0,0
202011041400,0,0
202011041405,0,0
202011041410,0,0
202011041415,2,52200
202011041420,0,0
202011041425,0,0
202011041430,0,0
202011041435,0,0
202011041440,0,0
202011041445,1,51600
202011041450,0,0
202011041455,0,0
202011041500,0,0
202011041505,0,0
202011041510,0,0
202011041515,0,0
202011041520,0,0
202011041530,0,0
202011050905,2,52000
202011050910,0,0
202011050915,0,0
202011050920,0,0
202011050925,0,0
202011050930,0,0
202011050935,0,0
202011050940,0,0
202011050945,0,0
202011050950,0,0
202011050955,0,0
202011051000,0,0
202011051005,0,0
202011051010,1,51500
202011051015,0,0
202011051020,0,0
202011051025,2,51700
202011051030,0,0
202011051035,0,0
202011051040,1,51600
202011051045,0,0
202011051050,0,0
202011051055,0,0
202011051100,0,0
202011051105,2,51700
202011051110,0,0
202011051115,1,51500
202011051120,0,0
202011051125,0,0
202011051130,0,0
202011051135,0,0
202011051140,2,51600
202011051145,0,0
202011051150,0,0
202011051155,0,0
202011051200,0,0
202011051205,0,0
202011051210,0,0
202011051215,0,0
202011051220,0,0
202011051225,0,0
202011051230,0,0
202011051235,0,0
202011051240,0,0
202011051245,0,0
202011051250,0,0
202011051255,0,0
202011051300,0,0
202011051305,0,0
202011051310,0,0
202011051315,1,51800
202011051320,0,0
202011051325,0,0
202011051330,0,0
202011051335,0,0
202011051340,0,0
202011051345,0,0
202011051350,0,0
202011051355,0,0
202011051400,0,0
202011051405,0,0
202011051410,0,0
202011051415,0,0
202011051420,2,51800
202011051425,0,0
202011051430,0,0
202011051435,0,0
202011051440,0,0
202011051445,0,0
202011051450,0,0
202011051455,0,0
202011051500,0,0
202011051505,0,0
202011051510,0,0
202011051515,0,0
202011051520,0,0
202011051530,0,0
202011060905,0,0
202011060910,1,51800
202011060915,2,52600
202011060920,0,0
202011060925,0,0
202011060930,0,0
202011060935,0,0
202011060940,0,0
202011060945,0,0
202011060950,0,0
202011060955,1,52500
202011061000,0,0
202011061005,0,0
202011061010,0,0
202011061015,0,0
202011061020,0,0
202011061025,0,0
202011061030,0,0
202011061035,0,0
202011061040,0,0
202011061045,0,0
202011061050,0,0
202011061055,0,0
202011061100,0,0
