일자,시가,고가,저가,종가,거래량
20210420,170500,171500,168500,171000,997839
20210419,170500,174500,169000,171000,2281804
20210416,173000,173500,166500,168500,2328661
20210415,162000,172000,161000,172000,5009228
20210414,163500,165000,159000,161500,2454760
20210413,156500,158500,155000,157500,1114768
20210412,159000,161000,156000,156500,1005281
20210409,157500,162500,157000,158500,1764047
20210408,160000,160500,156000,156500,1735278
20210407,160000,163500,158000,158500,2655588
20210406,158000,162500,156500,160000,3084796
20210405,163000,165000,153000,154500,3827492
20210402,159500,160000,155000,158500,1761019
20210401,154500,160500,150500,159000,3574578
20210331,154000,156000,149500,150000,2039038
20210330,144000,153000,143500,152000,3244882
20210329,143000,143500,140000,140500,1212152
20210326,147000,147000,140500,143000,1993831
20210325,146000,150500,145000,148000,1138392
20210324,143500,147000,143500,146500,1127948
20210323,155000,155500,145500,145500,2053555
20210322,154000,157000,152500,155000,962272
20210319,151500,154000,151500,153000,1195480
20210318,160500,161000,155500,155500,1400789
20210317,158000,161000,155000,158000,1543163
20210316,153500,159500,153000,158000,1996472
20210315,152500,153500,150500,151500,819248
20210312,149500,154500,149500,152500,1567260
20210311,143500,149000,143500,147500,1651447
20210310,148500,149000,142000,142500,1143711
20210309,143500,146000,142000,144500,1530784
20210308,149500,150000,142000,143000,1165677
20210305,142500,149500,142000,148500,1479199
20210304,148000,148500,145000,146000,1342531
20210303,149000,152000,148000,150500,1033609
20210302,150500,152500,147000,149000,1552321
20210226,148000,150500,146000,146500,2453529
20210225,153500,154500,151000,154000,1755139
20210224,157500,159000,149000,150000,3061646
20210223,161000,162000,157000,157500,2897046
20210222,172500,174500,164500,166000,2511075
20210219,170500,172500,164000,168000,2236161
20210218,175000,176500,168500,171000,2499314
20210217,172000,177000,169000,176000,2965260
20210216,167000,174000,166000,172500,3199701
20210215,170500,171000,165000,165000,2113807
20210210,163500,168500,161000,167500,3256875
20210209,158500,168000,157000,161000,3866170
20210208,158000,163500,157000,157000,1895740
20210205,159000,160500,154500,158000,1914947
20210204,163000,163000,156000,157500,2660265
20210203,160500,166000,159000,165000,3179393
20210202,160000,164000,156000,158000,2620315
20210201,153500,159000,150000,158000,3617362
20210129,166500,166500,150500,153000,5396272
20210128,163500,167000,161500,164500,2465978
20210127,170000,175500,166500,167000,3244402
20210126,179000,181500,169000,170000,3706727
20210125,177500,181000,174500,178000,2710809
20210122,183000,193000,177500,177500,7015098
20210121,168500,192500,163500,185000,16304954
20210120,148500,167000,146500,167000,10340439
20210119,140000,149500,139000,148000,4114713
20210118,141500,145000,138500,139000,2469549
20210115,145500,146000,139500,140000,3051738
20210114,138500,150500,138500,147000,5618859
20210113,141000,143500,137000,140000,2589622
20210112,140500,147500,135000,138500,4585235
20210111,148500,152000,138000,142000,6584433
20210108,145000,151000,140500,147500,9472733
20210107,139500,155000,137000,150000,9782722
20210106,148500,150500,137000,137500,5283488
20210105,139000,140000,137000,140000,1602818
20210104,136500,144000,136500,142000,1868234
20201230,128000,136000,128000,135000,1533422
20201229,127500,134500,125000,131500,7476122
20201228,114500,136500,113000,124500,21982050
20201224,125000,128500,110500,112000,11918248
20201223,92700,119500,91100,119500,16565841
20201222,94600,94700,91800,92200,943385
20201221,95800,95900,93600,94900,946927
20201218,97300,97400,95700,95800,835663
20201217,97000,97800,96000,96900,1038351
20201216,94200,97500,94200,97300,1785477
20201215,94500,94900,93000,93400,1094196
20201214,95400,95700,94000,95000,1013069
20201211,96100,97100,94900,95800,1013826
20201210,95100,95800,93800,95400,1691356
20201209,96800,98000,95000,96200,2114941
20201208,91000,96500,90900,95000,4702429
20201207,92000,92200,89000,89200,1278901
20201204,90000,91500,89100,90500,1763876
20201203,86800,90300,86600,90300,2391369
20201202,86300,86300,85500,85900,818536
20201201,86100,86500,85500,86000,693134
20201130,87800,87900,85500,85500,1428395
20201127,87000,88000,86800,87800,750504
20201126,87500,88300,86300,87000,741023
20201125,89100,89500,86600,87500,1022025
20201124,89400,89500,88000,88600,871390
20201123,89100,89900,87700,89200,746317
20201120,89700,90200,87800,88700,588066
20201119,90300,90700,88500,89100,1219430
20201118,85400,89500,85100,88800,2116015
20201117,86600,87100,84800,85000,1066813
20201116,86500,87500,86300,86500,807027
20201113,85900,86400,85200,85600,592333
20201112,87100,87200,85700,86100,781666
20201111,86000,87200,85800,86800,960361
20201110,87800,87800,85500,85900,898189
20201109,87900,88300,87100,87300,586050
20201106,86700,87200,86100,87100,707090
20201105,86600,87100,85900,86500,754241
20201104,88100,88100,86000,86100,602908
20201103,85800,87100,85700,86300,409909
20201102,85300,86300,84400,85500,510392
20201030,87300,87400,83400,84000,981485
20201029,88900,89200,86800,87200,786668
20201028,88900,90200,88800,90000,375683
20201027,88800,90600,88600,89400,523862
20201026,89400,89800,88600,89100,397433
20201023,89000,89700,88600,89600,453141
20201022,90300,90300,87500,88400,598631
20201021,91400,91400,89800,90400,502901
20201020,87600,90700,87600,90700,498432
20201019,90500,90600,88700,89100,487840
20201016,91600,92200,89200,89900,749853
20201015,91500,92400,91100,91400,678538
20201014,92700,92800,90600,91400,847948
20201013,92500,93800,91300,91700,1015570
20201012,93600,93800,91000,91900,1139080
20201008,97000,98900,92700,93300,2181852
20201007,94400,96300,92800,96100,1263545
20201006,93500,98500,93200,94400,2733167
20201005,91000,93500,90900,92100,1007727
20200929,92700,93400,91500,91700,808542
20200928,93800,94500,91500,91700,905918
20200925,91000,93700,90200,92900,1625943
20200924,89600,91500,89500,89500,1150871
