일자,시가,고가,저가,종가,거래량
20210420,304000,308000,303500,304500,270527
20210419,305500,307000,302000,305000,301095
20210416,308500,311000,305500,306000,352352
20210415,311500,316000,307500,308500,419360
20210414,304000,313500,303500,310000,633672
20210413,302500,305000,301000,301500,340158
20210412,306000,306000,301000,302500,377148
20210409,313000,313500,305000,305500,595420
20210408,302500,321000,299000,317500,1037853
20210407,297000,304000,295500,300500,339598
20210406,305000,305500,297000,297000,336943
20210405,307000,308000,301000,304000,261541
20210402,297500,311500,297000,306000,803465
20210401,295000,298500,293000,294500,402330
20210331,298500,299000,291500,292000,361851
20210330,287000,299500,285000,298500,522238
20210329,284000,288000,282000,284000,292517
20210326,287000,288000,282000,283500,354580
20210325,283000,287500,280000,284500,369242
20210324,284000,285000,278000,283000,486233
20210323,294000,295500,286000,286500,488259
20210322,300000,300500,291500,292000,472483
20210319,295500,304000,294000,300000,527826
20210318,301000,305000,298500,298500,422731
20210317,302000,303000,296000,296000,311682
20210316,303000,307000,302000,303500,361641
20210315,303000,308000,299000,302000,390170
20210312,298000,305000,296500,303500,328406
20210311,290000,299000,289500,294000,458085
20210310,302000,302000,289000,290000,396091
20210309,299500,301000,289000,296500,522711
20210308,308500,310500,300500,301500,299025
20210305,304000,309000,300000,305000,425644
20210304,306000,311500,305000,310500,401051
20210303,309000,313500,306000,313500,293770
20210302,308500,316000,303500,308500,582415
20210226,305500,321500,302000,303000,774532
20210225,313500,315500,308000,314500,469117
20210224,325000,326000,306000,310000,707003
20210223,321000,328000,314000,325000,575345
20210222,326000,330000,322000,323000,536234
20210219,323000,328500,318000,321500,658569
20210218,322500,327000,318000,318000,520541
20210217,330500,331000,325500,325500,383823
20210216,333500,335000,330000,334000,342356
20210215,332500,338000,332000,333000,440514
20210210,329000,332500,322000,331500,599774
20210209,322500,330000,318500,325500,658089
20210208,334500,336000,320000,322000,1747047
20210205,359500,359500,347000,352500,916535
20210204,357500,359000,346500,358000,1172227
20210203,360000,365000,342000,347500,1500522
20210202,337000,343000,330000,334500,610498
20210201,314500,336000,314500,335500,664246
20210129,335000,337000,316000,317500,905941
20210128,319000,335000,318000,331000,775863
20210127,338000,341000,328500,328500,890561
20210126,350500,355000,336500,338000,913545
20210125,343000,352000,339500,347500,1085560
20210122,357500,364500,350000,350000,765256
20210121,345000,368000,340000,361000,1347421
20210120,365000,365500,338000,342000,1288158
20210119,328000,345000,328000,345000,1090041
20210118,318000,331000,316500,323500,817889
20210115,330000,334000,320500,321500,766017
20210114,328500,334500,324500,327000,977707
20210113,329500,346500,321500,339500,1385910
20210112,344000,349000,324500,332000,1874045
20210111,368500,405000,345000,352500,3173553
20210108,358500,395500,332000,359500,5326204
20210107,286000,314500,285500,304500,1402113
20210106,288500,295000,282000,283500,691832
