일자,시가,고가,저가,종가,거래량
20210420,389000,391500,387500,389500,346663
20210419,391500,393500,388500,390000,449064
20210416,394500,395000,391000,391500,423962
20210415,391500,398500,386500,391000,889538
20210414,391500,398000,390000,391500,757969
20210413,384000,389000,382000,388500,586643
20210412,384500,393000,383000,385500,680329
20210409,382000,385000,381500,383500,469100
20210408,384500,387000,380000,381500,626575
20210407,390500,391000,381500,384500,578490
20210406,378500,391000,378000,388500,997518
20210405,379500,380000,374500,377000,421508
20210402,381500,382500,378000,379500,476668
20210401,375500,379000,372000,378500,547402
20210331,379500,383000,377000,377000,568103
20210330,373500,381000,373500,376500,623997
20210329,383500,384000,372000,372000,878014
20210326,380000,383000,377000,383000,691786
20210325,381500,384000,378000,380000,672585
20210324,380000,387000,376000,387000,763754
20210323,397000,399000,384000,386000,1167110
20210322,402500,405500,393000,396500,911358
20210319,397000,407500,395000,402000,1258199
20210318,388500,410000,386500,403500,1818409
20210317,388000,391500,380500,383500,1200355
20210316,384500,389500,384000,385500,574082
20210315,382000,385500,377500,383000,609496
20210312,396000,396000,378500,380500,969276
20210311,372500,377500,366000,373500,1024741
20210310,373000,378000,368000,372000,946917
20210309,366500,371500,350000,361500,1313900
20210308,382000,386000,366500,368500,1031748
20210305,386000,386500,371000,377500,1594386
20210304,392000,401000,389000,391500,1585134
20210303,379000,399500,377500,399500,1287551
20210302,389000,390000,375500,377500,1240322
20210226,372000,378500,368500,375000,1170208
20210225,380500,384500,374500,383000,757476
20210224,389500,391500,374000,374000,1078485
20210223,379000,394500,378500,390500,1017577
20210222,400000,405500,384500,386500,1289395
20210219,387000,398500,385500,398000,1047043
20210218,391500,400000,386500,388000,1020222
20210217,396500,396500,386000,392000,1161595
20210216,391500,405000,390000,394000,1567108
20210215,383500,388000,378000,385500,1172475
20210210,365000,368500,359000,366500,1147417
20210209,359500,362000,355000,358500,667655
20210208,361500,364500,357000,357500,712484
20210205,363500,371500,356500,362500,982325
20210204,368000,368500,356000,358000,1160116
20210203,366500,371000,361000,370500,1197680
20210202,358000,373000,353000,362500,1951062
20210201,346500,352500,341500,348000,988630
20210129,362000,362000,340500,343000,1607894
20210128,336000,366000,335000,355000,2285696
20210127,347000,352000,339500,341500,1149246
20210126,350500,351000,338000,342000,1247284
20210125,349000,353000,340000,349000,1593848
20210122,332000,350000,326000,343500,3303950
20210121,316500,326000,316000,322500,1941446
20210120,313500,313500,302000,308000,885472
20210119,303500,310500,299500,308000,880238
20210118,304500,308500,300000,300500,864969
20210115,320500,323000,305500,306000,1106810
20210114,318500,326000,314000,318000,1548585
20210113,306000,317500,304000,314000,1894304
20210112,305000,308500,292500,304000,1573299
20210111,320000,323500,301000,309000,2765169
20210108,293500,312000,290000,312000,3175396
20210107,288500,292000,286500,289500,1155734
20210106,292500,300500,289500,290000,1375856
20210105,291500,292500,286500,292500,912657
20210104,291500,294000,285500,293000,947178
20201230,285000,293000,284000,292500,1190327
20201229,281500,285000,280500,283000,506090
20201228,282000,282500,280000,281000,537848
20201224,284500,284500,280000,282000,453095
20201223,288500,289000,283000,284000,508019
20201222,285000,293500,284000,284000,750095
20201221,284000,285500,280000,284000,473545
20201218,284000,285500,282000,282500,487305
20201217,286000,287000,282000,285000,522344
20201216,286500,287000,283000,285500,381896
20201215,286500,287500,282500,283000,491995
20201214,292500,294000,286000,286000,555272
20201211,288000,291500,287500,290000,503588
20201210,288000,290000,284500,286000,959427
20201209,285500,289000,285000,288000,533304
20201208,291500,291500,285000,285000,566981
20201207,300000,300500,288000,289500,821860
20201204,287500,295500,284500,294000,1174932
20201203,285000,287000,283500,287000,740985
20201202,287000,287000,282000,283500,601596
20201201,282000,286000,280000,285500,709278
20201130,286000,286500,277500,277500,1176272
20201127,287000,287500,283000,284500,417510
20201126,280000,285500,280000,285500,797094
20201125,287000,287000,278500,278500,909937
20201124,281500,287000,280000,282500,809745
20201123,282000,282500,278500,281500,565213
20201120,281500,283500,278500,281000,439077
20201119,282500,284000,279500,280500,520114
20201118,274500,283500,274000,281000,912899
20201117,277500,278000,273500,275000,816320
20201116,282500,283000,277500,278000,887878
20201113,277500,282000,277500,281000,710865
20201112,283000,285500,279000,279000,1016673
20201111,281000,283000,277500,280000,1183499
20201110,287000,288000,282000,283000,1728995
20201109,304000,304500,298000,298000,678531
20201106,303000,307000,299000,301000,968971
20201105,295000,302000,291500,299000,1082388
20201104,282500,300500,282000,298500,1623712
20201103,284000,287000,280000,283000,1066923
20201102,292000,293000,285500,285500,503831
20201030,299000,300000,290000,290000,939833
20201029,297000,301000,294500,298500,785050
20201028,282000,298500,281500,298500,698195
20201027,281500,288500,280500,283500,2071432
20201026,286500,289000,281500,281500,349163
20201023,295500,295500,286000,286500,451654
20201022,295000,296000,292000,293000,416425
20201021,292500,301000,291000,297500,640501
20201020,286500,291000,281000,290000,535870
20201019,293500,296500,286000,286000,434420
20201016,292500,297500,291500,293500,446832
20201015,300500,300500,291000,292500,624097
20201014,295000,301000,293000,298500,759464
20201013,292000,298000,292000,295000,636487
20201012,303000,303000,291500,292000,914860
20201008,307500,307500,300000,301000,756735
20201007,302000,305000,299500,305000,534644
20201006,299500,307500,296500,305000,868540
20201005,297500,299000,289500,298500,906516
20200929,303000,303000,294000,296500,765489
20200928,297000,302000,296000,298500,724465
20200925,296000,297500,289500,295000,648182
20200924,291500,295500,287000,294000,848971
20200923,290000,298000,285500,296500,984136
20200922,290500,295000,282000,284500,864846
20200921,297000,301500,292000,292000,656024
20200918,299500,302000,296000,298000,750488
20200917,302500,304000,299000,300500,823516
20200916,311500,312000,306000,307000,696219
20200915,304000,314000,303000,312000,797985
20200914,307500,308000,300000,303000,608816
20200911,302500,307000,301000,306000,517023
20200910,309000,311000,305000,307500,834946
20200909,303000,307000,300000,304500,925825
20200908,316000,318000,305500,311000,989171
20200907,325500,325500,313500,314500,1308247
20200904,322500,335000,322000,328500,1174337
20200903,333500,339500,329500,339000,776547
20200902,332500,335500,327000,332500,808064
20200901,322500,329500,322000,324500,691864
20200831,336500,340000,322000,322500,1528978
20200828,337000,338500,329500,333000,969408
20200827,337000,347000,336500,337000,1232239
20200826,321500,338500,321000,334000,1155853
20200825,323000,325000,317000,325000,897649
20200824,313000,320000,310000,320000,783392
20200821,311500,314500,308000,312500,781961
20200820,315000,319000,302500,305500,1186809
20200819,311500,316000,305500,315000,941038
20200818,307500,317500,305000,307500,1494966
20200814,305000,308500,303000,305000,608156
20200813,310000,311500,304000,307000,1406370
20200812,308000,311000,303500,305000,856711
20200811,311000,314500,307500,311500,665863
20200810,308500,314500,303500,313500,968592
20200807,324500,325500,312000,314000,1063254
20200806,313000,322000,310500,322000,1032045
20200805,312000,314500,306500,313500,809939
20200804,317500,322000,307500,311000,1330818
20200803,301500,314500,299000,314500,1341104
20200731,299000,303000,296500,301000,1567503
20200730,296000,297500,291000,294000,1150474
20200729,286000,292000,283000,292000,964066
20200728,289500,292000,284000,288000,978238
20200727,281000,287500,276500,284500,691075
20200724,281000,290500,278500,281000,1233584
20200723,272000,284000,271000,284000,1396607
20200722,264000,272500,261500,270000,905784
20200721,273000,273500,269000,270000,1179638
20200720,276500,278000,260500,263000,1556415
20200717,270000,279500,266000,276000,926932
20200716,283000,285000,272000,273000,1338814
20200715,290500,293000,280500,286500,1276196
20200714,290000,291000,285000,287000,1360849
20200713,303500,303500,288000,297000,1254800
20200710,291500,308500,290000,299000,2120904
20200709,286500,296500,284500,287500,2006662
20200708,280000,284500,274000,282500,1353345
20200707,285000,289500,279000,279500,1365047
20200706,278000,287500,278000,281500,1211636
